Uniprot_A	Uniprot_B	Gene_A	Gene_B	pmid:method:quality:type	taxid	high_quality
O13681	O94298	IMA1	sur2	33109728:0090:HT:binary	4896	True
O13681	O94300	IMA1	SPBC887.17	33109728:0090:HT:binary	4896	True
O13681	O94339	IMA1	mug96	33109728:0090:HT:binary	4896	True
O13681	O94348	IMA1	yip1	33109728:0090:HT:binary	4896	True
O13681	O94361	IMA1	SPBC428.14	33109728:0090:HT:binary	4896	True
O13681	O94385	IMA1	pom152	26771498:0018:HT:binary	4896	True
O13681	O94391	IMA1	SPBC29A10.16c	33109728:0090:HT:binary	4896	True
O13681	O94433	IMA1	SPBC660.17c	33109728:0090:HT:binary	4896	True
O13681	O94448	IMA1	SPAC1687.02	33109728:0090:HT:binary	4896	True
O13681	O94458	IMA1	SPAC1687.17c	33109728:0090:HT:binary	4896	True
O13681	O94464	IMA1	nvj2	33109728:0090:HT:binary	4896	True
O13681	O94520	IMA1	SPCC1281.03c	33109728:0090:HT:binary	4896	True
O13681	O94523	IMA1	SPCC1281.06c	33109728:0090:HT:binary	4896	True
O13681	O94591	IMA1	SPCC622.01c	33109728:0090:HT:binary	4896	True
O13681	O94633	IMA1	dpm3	33109728:0090:HT:binary	4896	True
O13681	O94651	IMA1	pep12	26771498:0018:HT:binary	4896	True
O13681	O94673	IMA1	gpc1	33109728:0090:HT:binary	4896	True
O13681	O94680	IMA1	plh1	33109728:0090:HT:binary	4896	True
O13681	P36209	IMA1	sts1	33109728:0090:HT:binary	4896	True
O13681	P36596	IMA1	erg9	33109728:0090:HT:binary	4896	True
O13681	P50515	IMA1	vma3	33109728:0090:HT:binary	4896	True
O13681	P50537	IMA1	mae1	33109728:0090:HT:binary	4896	True
O13681	P54069	IMA1	bem46	33109728:0090:HT:binary	4896	True
O13681	P79088	IMA1	sec61	33109728:0090:HT:binary	4896	True
O13681	P87014	IMA1	mam4	33109728:0090:HT:binary	4896	True
O13681	P87041	IMA1	gms1	33109728:0090:HT:binary	4896	True
O13681	P87119	IMA1	mug145	33109728:0090:HT:binary	4896	True
O13681	P87170	IMA1	ptp4	33109728:0090:HT:binary	4896	True
O13681	P87236	IMA1	mug154	33109728:0090:HT:binary	4896	True
O13681	Q01475	IMA1	sar1	33109728:0090:HT:binary	4896	True
O13681	Q09174	IMA1	gma12	33109728:0090:HT:binary	4896	True
O13681	Q09195	IMA1	erg24	33109728:0090:HT:binary	4896	True
O13681	Q09730	IMA1	sft1	33109728:0090:HT:binary	4896	True
O13681	Q09736	IMA1	erg11	33109728:0090:HT:binary	4896	True
O13681	Q09749	IMA1	SPBC12C2.09c	33109728:0090:HT:binary	4896	True
O13681	Q09825	IMA1	sad1	21880100:0018:LC:binary|26771498:0018:HT:binary	4896	True
O13681	Q09835	IMA1	gos1	33109728:0090:HT:binary	4896	True
O13681	Q10109	IMA1	lem2	21880100:0018:LC:binary|33109728:0090:HT:binary	4896	True
O13681	Q10153	IMA1	pis1	33109728:0090:HT:binary	4896	True
O13681	Q10255	IMA1	SPAC56F8.07	33109728:0090:HT:binary	4896	True
O13681	Q10320	IMA1	SPAC17G8.08c	33109728:0090:HT:binary	4896	True
O13681	Q10436	IMA1	SPAC12B10.02c	33109728:0090:HT:binary	4896	True
O13681	Q1MTR8	IMA1	svp26	33109728:0090:HT:binary	4896	True
O13681	Q8NIQ1	IMA1	SPAC2F3.18c	33109728:0090:HT:binary	4896	True
O13681	Q8WZJ9	IMA1	hut1	33109728:0090:HT:binary	4896	True
O13681	Q96VG2	IMA1	ost4	33109728:0090:HT:binary	4896	True
O13681	Q96WW4	IMA1	ivn1	33109728:0090:HT:binary	4896	True
O13681	Q96WW6	IMA1	alg2	33109728:0090:HT:binary	4896	True
O13681	Q9C0Y4	IMA1	agl1	33109728:0090:HT:binary	4896	True
O13681	Q9C100	IMA1	ogm2	33109728:0090:HT:binary	4896	True
O13681	Q9C1W3	IMA1	erg1	33109728:0090:HT:binary	4896	True
O13681	Q9C1W4	IMA1	pmp3	33109728:0090:HT:binary	4896	True
O13681	Q9HGM6	IMA1	SPBC543.05c	33109728:0090:HT:binary	4896	True
O13681	Q9P3E4	IMA1	SPAC750.07c	33109728:0090:HT:binary	4896	True
O13681	Q9P6K1	IMA1	sft2	33109728:0090:HT:binary	4896	True
O13681	Q9P6N9	IMA1	SPAC823.07	33109728:0090:HT:binary	4896	True
O13681	Q9P7C1	IMA1	SPAC2E1P5.03	33109728:0090:HT:binary	4896	True
O13681	Q9P7C2	IMA1	mug109	33109728:0090:HT:binary	4896	True
O13681	Q9P7G3	IMA1	SPAP14E8.05c	33109728:0090:HT:binary	4896	True
O13681	Q9P7H7	IMA1	ilm1	33109728:0090:HT:binary	4896	True
O13681	Q9P7K7	IMA1	SPBC21C3.17c	33109728:0090:HT:binary	4896	True
O13681	Q9UR17	IMA1	nrf1	33109728:0090:HT:binary	4896	True
O13681	Q9URW1	IMA1	SPAPJ695.01c	33109728:0090:HT:binary	4896	True
O13681	Q9URX8	IMA1	SPAC890.06	26771498:0018:HT:binary	4896	True
O13681	Q9US04	IMA1	ggt1	33109728:0090:HT:binary	4896	True
O13681	Q9US56	IMA1	mug31	33109728:0090:HT:binary	4896	True
O13681	Q9USH0	IMA1	SPCP31B10.04	33109728:0090:HT:binary	4896	True
O13681	Q9USM6	IMA1	oca8	33109728:0090:HT:binary	4896	True
O13681	Q9USN0	IMA1	gpi10	33109728:0090:HT:binary	4896	True
O13681	Q9USN1	IMA1	snx12	33109728:0090:HT:binary	4896	True
O13681	Q9USQ0	IMA1	spo7	33109728:0090:HT:binary	4896	True
O13681	Q9USS9	IMA1	dni2	33109728:0090:HT:binary	4896	True
O13681	Q9USV0	IMA1	SPBC28F2.08c	33109728:0090:HT:binary	4896	True
O13681	Q9USV7	IMA1	ctr6	33109728:0090:HT:binary	4896	True
O13681	Q9USW2	IMA1	inp2	33109728:0090:HT:binary	4896	True
O13681	Q9USW6	IMA1	dpm2	33109728:0090:HT:binary	4896	True
O13681	Q9USX0	IMA1	pvg3	33109728:0090:HT:binary	4896	True
O13681	Q9UT00	IMA1	SPAPYUK71.03c	33109728:0090:HT:binary	4896	True
O13681	Q9UT20	IMA1	SPAC9.08c	33109728:0090:HT:binary	4896	True
O13681	Q9UT35	IMA1	gdp1	33109728:0090:HT:binary	4896	True
O13681	Q9UTA0	IMA1	SPAC27E2.11c	33109728:0090:HT:binary	4896	True
O13681	Q9UTI9	IMA1	SPAC15E1.02c	33109728:0090:HT:binary	4896	True
O13681	Q9UTQ9	IMA1	spc2	33109728:0090:HT:binary	4896	True
O13681	Q9UU91	IMA1	yop1	33109728:0090:HT:binary	4896	True
O13681	Q9UUH1	IMA1	vps55	33109728:0090:HT:binary	4896	True
O13681	Q9Y7L0	IMA1	sec22	33109728:0090:HT:binary	4896	True
O13681	Q9Y7N3	IMA1	grx3	33109728:0090:HT:binary	4896	True
O13681	Q9Y7P8	IMA1	SPCC191.04c	33109728:0090:HT:binary	4896	True
O13681	Q9Y7R5	IMA1	ins1	33109728:0090:HT:binary	4896	True
O13681	Q9Y7R9	IMA1	SPCC306.11	33109728:0090:HT:binary	4896	True
O13681	Q9Y7T6	IMA1	sec59	33109728:0090:HT:binary	4896	True
O13681	Q9Y7V0	IMA1	mug117	33109728:0090:HT:binary	4896	True
O13681	Q9Y7Y0	IMA1	SPBC365.08c	33109728:0090:HT:binary	4896	True
O13681	Q9Y7Y4	IMA1	cox10	33109728:0090:HT:binary	4896	True
O13681	Q9Y876	IMA1	psh3	33109728:0090:HT:binary	4896	True
O13687	Q9USP4	vma4	mug1	26771498:0018:HT:binary	4896	True
O13688	O94668	nse6	nse5	16478984:0004:LC:co-complex|16478984:0007:LC:binary|16478984:0096:LC:binary|16478984:0676:LC:co-complex|17762865:0018:LC:binary|23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O13698	Q9P7I3	mct1	mdv1	26771498:0018:HT:binary	4896	True
O13701	O74994	taf7	rng3	26771498:0018:HT:binary	4896	True
O13701	Q9Y7V1	taf7	SPCC645.12c	26771498:0018:HT:binary	4896	True
O13702	O13702	gld1	gld1	PDB_1TA9:0114:LC:binary	4896	True
O13711	O13712	SPAC14C4.04	mug61	26771498:0018:HT:binary	4896	True
O13711	O14223	SPAC14C4.04	tvp15	26771498:0018:HT:binary	4896	True
O13711	O59741	SPAC14C4.04	SPBC530.05	26771498:0018:HT:binary	4896	True
O13712	O13787	mug61	sec62	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O13712	O13880	mug61	vht1	26771498:0018:HT:binary	4896	True
O13712	O13901	mug61	SPAC22A12.10	26771498:0018:HT:binary	4896	True
O13712	O13959	mug61	pip1	26771498:0018:HT:binary	4896	True
O13712	O14020	mug61	SPAC29A4.17c	26771498:0018:HT:binary	4896	True
O13712	O14073	mug61	SPAC2E11.08	26771498:0018:HT:binary	4896	True
O13712	O14145	mug61	tps2	26771498:0018:HT:binary	4896	True
O13712	O14166	mug61	SPAC4C5.03	26771498:0018:HT:binary	4896	True
O13712	O14195	mug61	SPAC56E4.07	26771498:0018:HT:binary	4896	True
O13712	O14222	mug61	fsv1	26771498:0018:HT:binary	4896	True
O13712	O14223	mug61	tvp15	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O13712	O14238	mug61	ost2	26771498:0018:HT:binary	4896	True
O13712	O14346	mug61	SPBC19C2.15c	26771498:0018:HT:binary	4896	True
O13712	O36022	mug61	mnn9	26771498:0018:HT:binary	4896	True
O13712	O42646	mug61	ubc6	26771498:0018:HT:binary	4896	True
O13712	O42841	mug61	SPAC23A1.02c	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O13712	O42843	mug61	SPAC23A1.05	26771498:0018:HT:binary	4896	True
O13712	O42878	mug61	SPAC8E11.01c	26771498:0018:HT:binary	4896	True
O13712	O42901	mug61	SPBC119.09c	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O13712	O42907	mug61	SPBC119.16c	26771498:0018:HT:binary	4896	True
O13712	O42909	mug61	SPBC16A3.02c	26771498:0018:HT:binary	4896	True
O13712	O42944	mug61	omh2	26771498:0018:HT:binary	4896	True
O13712	O42957	mug61	ulp1	26771498:0018:HT:binary	4896	True
O13712	O43002	mug61	sbh1	26771498:0018:HT:binary	4896	True
O13712	O43013	mug61	SPBC2G2.14	26771498:0018:HT:binary	4896	True
O13712	O43073	mug61	pi063	26771498:0018:HT:binary	4896	True
O13712	O59714	mug61	SPBC3B8.06	26771498:0018:HT:binary	4896	True
O13712	O59768	mug61	vcx1	26771498:0018:HT:binary	4896	True
O13712	O59776	mug61	SPCC1795.12c	26771498:0018:HT:binary	4896	True
O13712	O60109	mug61	SPBC14F5.13c	26771498:0018:HT:binary	4896	True
O13712	O60113	mug61	SPBC15C4.04c	26771498:0018:HT:binary	4896	True
O13712	O60148	mug61	SPBC18H10.18c	26771498:0018:HT:binary	4896	True
O13712	O60160	mug61	omh1	26771498:0018:HT:binary	4896	True
O13712	O74375	mug61	tvp18	26771498:0018:HT:binary	4896	True
O13712	O74446	mug61	sif2	26771498:0018:HT:binary	4896	True
O13712	O74559	mug61	SPCC970.06	26771498:0018:HT:binary	4896	True
O13712	O74745	mug61	anp1	26771498:0018:HT:binary	4896	True
O13712	O74750	mug61	yea4	26771498:0018:HT:binary	4896	True
O13712	O74837	mug61	pmp31	26771498:0018:HT:binary	4896	True
O13712	O94272	mug61	atg8	26771498:0018:HT:binary	4896	True
O13712	O94273	mug61	cyp4	26771498:0018:HT:binary	4896	True
O13712	O94313	mug61	arg4	26771498:0018:HT:binary	4896	True
O13712	O94323	mug61	SPBC725.05c	26771498:0018:HT:binary	4896	True
O13712	O94361	mug61	SPBC428.14	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary|26771498:0090:HT:binary	4896	True
O13712	O94385	mug61	pom152	26771498:0018:HT:binary|34010011:0004:LC:co-complex	4896	True
O13712	O94440	mug61	SPAC637.03	26771498:0018:HT:binary	4896	True
O13712	O94448	mug61	SPAC1687.02	26771498:0018:HT:binary	4896	True
O13712	O94520	mug61	SPCC1281.03c	26771498:0018:HT:binary	4896	True
O13712	O94584	mug61	pps1	26771498:0018:HT:binary	4896	True
O13712	O94599	mug61	SPCC622.11	26771498:0018:HT:binary	4896	True
O13712	O94622	mug61	SPBC1289.13c	26771498:0018:HT:binary	4896	True
O13712	O94651	mug61	pep12	26771498:0018:HT:binary	4896	True
O13712	P0CS86	mug61	SPBC1348.01	26771498:0018:HT:binary	4896	True
O13712	P0CS87	mug61	SPBCPT2R1.01c	26771498:0018:HT:binary	4896	True
O13712	P0CU20	mug61	fex2	26771498:0018:HT:binary	4896	True
O13712	P10815	mug61	cdc13	23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O13712	P36596	mug61	erg9	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O13712	P42881	mug61	gpt2	26771498:0018:HT:binary	4896	True
O13712	P49373	mug61	tfs1	26771498:0018:HT:binary	4896	True
O13712	P54069	mug61	bem46	26771498:0018:HT:binary	4896	True
O13712	P78768	mug61	vti1	26771498:0018:HT:binary	4896	True
O13712	P78970	mug61	lag1	26771498:0018:HT:binary	4896	True
O13712	P79088	mug61	sec61	26771498:0018:HT:binary	4896	True
O13712	P87015	mug61	SPAC186.03	26771498:0018:HT:binary	4896	True
O13712	P87148	mug61	hrf1	26771498:0018:HT:binary	4896	True
O13712	P87170	mug61	ptp4	26771498:0018:HT:binary	4896	True
O13712	Q09174	mug61	gma12	26771498:0018:HT:binary	4896	True
O13712	Q09679	mug61	gmh1	26771498:0018:HT:binary	4896	True
O13712	Q09681	mug61	gmh2	26771498:0018:HT:binary|26771498:0090:HT:binary	4896	True
O13712	Q09825	mug61	sad1	14655046:0018:LC:binary|21880100:0018:LC:binary|23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O13712	Q09835	mug61	gos1	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O13712	Q09875	mug61	SPAC12G12.12	26771498:0018:HT:binary	4896	True
O13712	Q10078	mug61	ppk13	26771498:0018:HT:binary	4896	True
O13712	Q10109	mug61	lem2	26771498:0018:HT:binary	4896	True
O13712	Q10111	mug61	SPAC18G6.12c	26771498:0018:HT:binary	4896	True
O13712	Q10169	mug61	dph1	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O13712	Q10177	mug61	pdt1	26771498:0018:HT:binary	4896	True
O13712	Q10244	mug61	SPAC4G9.14	26771498:0018:HT:binary	4896	True
O13712	Q10255	mug61	SPAC56F8.07	26771498:0018:HT:binary	4896	True
O13712	Q10358	mug61	rer1	26771498:0018:HT:binary	4896	True
O13712	Q10359	mug61	gmh3	26771498:0018:HT:binary	4896	True
O13712	Q10436	mug61	SPAC12B10.02c	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O13712	Q8NKC1	mug61	SPBPB21E7.04c	26771498:0018:HT:binary	4896	True
O13712	Q8TFG7	mug61	trm5	26771498:0018:HT:binary	4896	True
O13712	Q8WZJ9	mug61	hut1	26771498:0018:HT:binary	4896	True
O13712	Q92356	mug61	syb1	26771498:0018:HT:binary	4896	True
O13712	Q96WS6	mug61	meu15	26771498:0018:HT:binary	4896	True
O13712	Q9HDY3	mug61	SPAPB1A10.07c	26771498:0018:HT:binary	4896	True
O13712	Q9HE12	mug61	SPAC1399.01c	26771498:0018:HT:binary	4896	True
O13712	Q9HGN3	mug61	tlg1	26771498:0018:HT:binary	4896	True
O13712	Q9HGP8	mug61	SPAC212.04c	26771498:0018:HT:binary	4896	True
O13712	Q9P3E5	mug61	SPAC750.06c	26771498:0018:HT:binary	4896	True
O13712	Q9P3T9	mug61	bsd1	26771498:0018:HT:binary	4896	True
O13712	Q9P3V3	mug61	SPBC1348.07	26771498:0018:HT:binary	4896	True
O13712	Q9P6J2	mug61	pcl1	26771498:0018:HT:binary	4896	True
O13712	Q9P6M1	mug61	gst3	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O13712	Q9P6P8	mug61	SPAC644.13c	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O13712	Q9P7F8	mug61	get3	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O13712	Q9P7G3	mug61	SPAP14E8.05c	26771498:0018:HT:binary	4896	True
O13712	Q9P7H7	mug61	ilm1	26771498:0018:HT:binary	4896	True
O13712	Q9P7M5	mug61	nop10	26771498:0018:HT:binary	4896	True
O13712	Q9URX8	mug61	SPAC890.06	26771498:0018:HT:binary|34010011:0004:LC:co-complex	4896	True
O13712	Q9URZ8	mug61	vma11	26771498:0018:HT:binary	4896	True
O13712	Q9US11	mug61	SPAC607.07c	26771498:0018:HT:binary	4896	True
O13712	Q9US40	mug61	SPAC1039.01	26771498:0018:HT:binary	4896	True
O13712	Q9US55	mug61	gls2	26771498:0018:HT:binary	4896	True
O13712	Q9USH7	mug61	psy1	26771498:0018:HT:binary	4896	True
O13712	Q9USM6	mug61	oca8	26771498:0018:HT:binary	4896	True
O13712	Q9USQ8	mug61	SPBC577.11	26771498:0018:HT:binary	4896	True
O13712	Q9USX0	mug61	pvg3	26771498:0018:HT:binary	4896	True
O13712	Q9UT27	mug61	pvg1	26771498:0018:HT:binary	4896	True
O13712	Q9UT35	mug61	gdp1	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O13712	Q9UTA0	mug61	SPAC27E2.11c	26771498:0018:HT:binary	4896	True
O13712	Q9UTH2	mug61	SPAC1805.02c	26771498:0018:HT:binary	4896	True
O13712	Q9UU82	mug61	are2	26771498:0018:HT:binary	4896	True
O13712	Q9UUD8	mug61	SPBC18A7.01	26771498:0018:HT:binary	4896	True
O13712	Q9UUH8	mug61	SPAC630.04c	26771498:0018:HT:binary	4896	True
O13712	Q9UUI8	mug61	SPAC22F8.04	26771498:0018:HT:binary	4896	True
O13712	Q9UUJ1	mug61	arp2	23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O13712	Q9Y7K8	mug61	nus1	26771498:0018:HT:binary	4896	True
O13712	Q9Y7N3	mug61	grx3	26771498:0018:HT:binary	4896	True
O13712	Q9Y7T6	mug61	sec59	26771498:0018:HT:binary	4896	True
O13712	Q9Y7X6	mug61	ish1	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O13712	Q9Y7Y4	mug61	cox10	26771498:0018:HT:binary	4896	True
O13712	Q9Y806	mug61	erv2	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O13712	Q9Y826	mug61	meu31	26771498:0018:HT:binary	4896	True
O13713	O14327	nab2	pab2	24081329:0004:LC:co-complex|26771498:0018:HT:binary|26771498:0090:HT:binary	4896	True
O13713	Q12702	nab2	pab1	26771498:0018:HT:binary	4896	True
O13714	O13961	SPAC14C4.07	cut11	33109728:0090:HT:binary	4896	True
O13717	O13961	SPAC14C4.10c	cut11	33109728:0090:HT:binary	4896	True
O13718	O13961	vtc2	cut11	33109728:0090:HT:binary	4896	True
O13718	Q10109	vtc2	lem2	33109728:0090:HT:binary	4896	True
O13719	O14248	laf1	tea3	26771498:0018:HT:binary	4896	True
O13719	O60130	laf1	SPBC16G5.16	26771498:0018:HT:binary	4896	True
O13722	O42958	taf12	SPBC19G7.10c	26771498:0018:HT:binary	4896	True
O13734	O13734	sgo2	sgo2	26771498:0018:HT:binary	4896	True
O13735	O14330	fat1	SPBC16E9.15	26771498:0018:HT:binary	4896	True
O13749	Q10149	sua7	SPAC1D4.02c	26771498:0018:HT:binary	4896	True
O13752	O13961	SPAC17A2.02c	cut11	33109728:0090:HT:binary	4896	True
O13754	Q11118	cns1	wos2	26771498:0018:HT:binary	4896	True
O13758	O13799	SPAC17A2.08c	SPAC17H9.02	24713849:0004:HT:co-complex|26682798:0018:LC:binary|31219728:0004:LC:co-complex	4896	True
O13758	Q9UTK6	SPAC17A2.08c	SPAC1486.03c	26682798:0018:LC:binary|26771498:0018:HT:binary|31219728:0004:LC:co-complex	4896	True
O13759	Q9P7I3	csx1	mdv1	26771498:0018:HT:binary	4896	True
O13767	O14248	SPAC17A5.05c	tea3	26771498:0018:HT:binary	4896	True
O13767	O60130	SPAC17A5.05c	SPBC16G5.16	26771498:0018:HT:binary	4896	True
O13767	O74518	SPAC17A5.05c	cid12	26771498:0018:HT:binary	4896	True
O13767	Q9P7I3	SPAC17A5.05c	mdv1	26771498:0018:HT:binary	4896	True
