Uniprot_A	Uniprot_B	Gene_A	Gene_B	pmid:method:quality:type	taxid	high_quality
O13961	Q9P5N2	cut11	aat1	33109728:0090:HT:binary	4896	True
O13961	Q9P6K1	cut11	sft2	33109728:0090:HT:binary	4896	True
O13961	Q9P6L4	cut11	SPAC688.12c	33109728:0090:HT:binary	4896	True
O13961	Q9P6N9	cut11	SPAC823.07	33109728:0090:HT:binary	4896	True
O13961	Q9P6P1	cut11	tlg2	33109728:0090:HT:binary	4896	True
O13961	Q9P7B3	cut11	SPAC521.04c	33109728:0090:HT:binary	4896	True
O13961	Q9P7C1	cut11	SPAC2E1P5.03	33109728:0090:HT:binary	4896	True
O13961	Q9P7C2	cut11	mug109	33109728:0090:HT:binary	4896	True
O13961	Q9P7F3	cut11	amt3	33109728:0090:HT:binary	4896	True
O13961	Q9P7F9	cut11	ctr5	33109728:0090:HT:binary	4896	True
O13961	Q9P7H7	cut11	ilm1	33109728:0090:HT:binary	4896	True
O13961	Q9P7K7	cut11	SPBC21C3.17c	33109728:0090:HT:binary	4896	True
O13961	Q9P7N9	cut11	trs31	33109728:0090:HT:binary	4896	True
O13961	Q9P7Q9	cut11	alg9	33109728:0090:HT:binary	4896	True
O13961	Q9P7T9	cut11	SPAC977.17	33109728:0090:HT:binary	4896	True
O13961	Q9P7U3	cut11	SPAC977.06	33109728:0090:HT:binary	4896	True
O13961	Q9P805	cut11	dcp1	33109728:0090:HT:binary	4896	True
O13961	Q9UQY2	cut11	pam1	33109728:0090:HT:binary	4896	True
O13961	Q9UR05	cut11	dlc2	33109728:0090:HT:binary	4896	True
O13961	Q9UR17	cut11	nrf1	33109728:0090:HT:binary	4896	True
O13961	Q9URW1	cut11	SPAPJ695.01c	33109728:0090:HT:binary	4896	True
O13961	Q9URZ3	cut11	put4	33109728:0090:HT:binary	4896	True
O13961	Q9US00	cut11	amt2	33109728:0090:HT:binary	4896	True
O13961	Q9US04	cut11	ggt1	33109728:0090:HT:binary	4896	True
O13961	Q9US37	cut11	SPAC1039.04	33109728:0090:HT:binary	4896	True
O13961	Q9US44	cut11	SPAC1002.16c	33109728:0090:HT:binary	4896	True
O13961	Q9US56	cut11	mug31	33109728:0090:HT:binary	4896	True
O13961	Q9USH0	cut11	SPCP31B10.04	33109728:0090:HT:binary	4896	True
O13961	Q9USH7	cut11	psy1	33109728:0090:HT:binary	4896	True
O13961	Q9USJ2	cut11	got1	33109728:0090:HT:binary	4896	True
O13961	Q9USK3	cut11	SPCC4B3.13	33109728:0090:HT:binary	4896	True
O13961	Q9USM6	cut11	oca8	33109728:0090:HT:binary	4896	True
O13961	Q9USN0	cut11	gpi10	33109728:0090:HT:binary	4896	True
O13961	Q9USN1	cut11	snx12	33109728:0090:HT:binary	4896	True
O13961	Q9USQ0	cut11	spo7	33109728:0090:HT:binary	4896	True
O13961	Q9USQ9	cut11	SPBC577.10	33109728:0090:HT:binary	4896	True
O13961	Q9USV7	cut11	ctr6	33109728:0090:HT:binary	4896	True
O13961	Q9USW2	cut11	inp2	33109728:0090:HT:binary	4896	True
O13961	Q9USW3	cut11	SPBC21B10.07	33109728:0090:HT:binary	4896	True
O13961	Q9USW6	cut11	dpm2	33109728:0090:HT:binary	4896	True
O13961	Q9USX0	cut11	pvg3	33109728:0090:HT:binary	4896	True
O13961	Q9UT00	cut11	SPAPYUK71.03c	33109728:0090:HT:binary	4896	True
O13961	Q9UT20	cut11	SPAC9.08c	33109728:0090:HT:binary	4896	True
O13961	Q9UT35	cut11	gdp1	33109728:0090:HT:binary	4896	True
O13961	Q9UTA0	cut11	SPAC27E2.11c	33109728:0090:HT:binary	4896	True
O13961	Q9UTC9	cut11	SPAC227.10	33109728:0090:HT:binary	4896	True
O13961	Q9UTD3	cut11	yip5	33109728:0090:HT:binary	4896	True
O13961	Q9UTE0	cut11	sey1	33109728:0090:HT:binary	4896	True
O13961	Q9UTK7	cut11	dsc2	33109728:0090:HT:binary	4896	True
O13961	Q9UTQ9	cut11	spc2	33109728:0090:HT:binary	4896	True
O13961	Q9UTR6	cut11	och1	33109728:0090:HT:binary	4896	True
O13961	Q9UTS6	cut11	dlc1	33109728:0090:HT:binary	4896	True
O13961	Q9UU82	cut11	are2	33109728:0090:HT:binary	4896	True
O13961	Q9UU86	cut11	SPCC1827.07c	33109728:0090:HT:binary	4896	True
O13961	Q9UU91	cut11	yop1	33109728:0090:HT:binary	4896	True
O13961	Q9UUA4	cut11	sec66	33109728:0090:HT:binary	4896	True
O13961	Q9UUD8	cut11	SPBC18A7.01	33109728:0090:HT:binary	4896	True
O13961	Q9UUG5	cut11	rlc1	33109728:0090:HT:binary	4896	True
O13961	Q9UUH8	cut11	SPAC630.04c	33109728:0090:HT:binary	4896	True
O13961	Q9UUJ0	cut11	pvg5	33109728:0090:HT:binary	4896	True
O13961	Q9UUJ6	cut11	ned1	33109728:0090:HT:binary	4896	True
O13961	Q9UUM6	cut11	SPBC405.02c	33109728:0090:HT:binary	4896	True
O13961	Q9Y709	cut11	skp1	33109728:0090:HT:binary	4896	True
O13961	Q9Y7J4	cut11	arc3	33109728:0090:HT:binary	4896	True
O13961	Q9Y7L0	cut11	sec22	33109728:0090:HT:binary	4896	True
O13961	Q9Y7N3	cut11	grx3	33109728:0090:HT:binary	4896	True
O13961	Q9Y7P2	cut11	SPCC1450.15	33109728:0090:HT:binary	4896	True
O13961	Q9Y7P8	cut11	SPCC191.04c	33109728:0090:HT:binary	4896	True
O13961	Q9Y7R5	cut11	ins1	33109728:0090:HT:binary	4896	True
O13961	Q9Y7R9	cut11	SPCC306.11	33109728:0090:HT:binary	4896	True
O13961	Q9Y7S9	cut11	aah3	33109728:0090:HT:binary	4896	True
O13961	Q9Y7T6	cut11	sec59	33109728:0090:HT:binary	4896	True
O13961	Q9Y7T8	cut11	pup3	33109728:0090:HT:binary	4896	True
O13961	Q9Y7V0	cut11	mug117	33109728:0090:HT:binary	4896	True
O13961	Q9Y7Y0	cut11	SPBC365.08c	33109728:0090:HT:binary	4896	True
O13961	Q9Y7Y4	cut11	cox10	33109728:0090:HT:binary	4896	True
O13961	Q9Y7Z5	cut11	tts1	33109728:0090:HT:binary	4896	True
O13961	Q9Y826	cut11	meu31	33109728:0090:HT:binary	4896	True
O13961	Q9Y876	cut11	psh3	33109728:0090:HT:binary	4896	True
O13964	Q9Y821	SPAC24C9.04	med4	26771498:0018:HT:binary	4896	True
O13965	O60106	mug70	SPBC14F5.10c	26771498:0018:HT:binary	4896	True
O13972	O13972	SPAC24C9.12c	SPAC24C9.12c	26771498:0018:HT:binary	4896	True
O13974	O43125	otu1	csh3	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O13974	Q9URX6	otu1	rpl31	26771498:0018:HT:binary	4896	True
O13974	Q9UT81	otu1	ubx3	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O13977	P79063	jmj1	sup45	26771498:0018:HT:binary	4896	True
O13984	O13984	SPAC26H5.02c	SPAC26H5.02c	26771498:0018:HT:binary	4896	True
O13984	O42869	SPAC26H5.02c	SPAC3G9.05	26771498:0018:HT:binary	4896	True
O13984	O43017	SPAC26H5.02c	swd3	26771498:0018:HT:binary	4896	True
O13984	O43018	SPAC26H5.02c	SPBC354.04	26771498:0018:HT:binary	4896	True
O13984	O60071	SPAC26H5.02c	SPBC13G1.09	26771498:0018:HT:binary	4896	True
O13984	O74349	SPAC26H5.02c	rkr1	26771498:0018:HT:binary	4896	True
O13984	O74445	SPAC26H5.02c	rpt4	26771498:0018:HT:binary	4896	True
O13984	O74456	SPAC26H5.02c	pef1	26771498:0018:HT:binary	4896	True
O13984	O74536	SPAC26H5.02c	ssp2	26771498:0018:HT:binary	4896	True
O13984	O74825	SPAC26H5.02c	rpb4	26771498:0018:HT:binary	4896	True
O13984	O94441	SPAC26H5.02c	ypp1	26771498:0018:HT:binary	4896	True
O13984	P08092	SPAC26H5.02c	ran1	26771498:0018:HT:binary	4896	True
O13984	P49373	SPAC26H5.02c	tfs1	26771498:0018:HT:binary	4896	True
O13984	P87027	SPAC26H5.02c	spg1	26771498:0018:HT:binary	4896	True
O13984	Q09763	SPAC26H5.02c	gef1	26771498:0018:HT:binary	4896	True
O13984	Q09870	SPAC26H5.02c	SPAC12G12.06c	26771498:0018:HT:binary	4896	True
O13984	Q92349	SPAC26H5.02c	mug79	26771498:0018:HT:binary	4896	True
O13984	Q9HFE5	SPAC26H5.02c	apm1	26771498:0018:HT:binary	4896	True
O13984	Q9P7R5	SPAC26H5.02c	gfh1	26771498:0018:HT:binary	4896	True
O13984	Q9Y7J9	SPAC26H5.02c	mcp5	26771498:0018:HT:binary	4896	True
O13987	O14261	SPAC26H5.05	taf1	26771498:0018:HT:binary	4896	True
O13987	O74372	SPAC26H5.05	duo1	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O13987	P79007	SPAC26H5.05	hap5	26771498:0018:HT:binary	4896	True
O13988	O13988	pot1	pot1	14614509:0114:LC:binary|17715303:0018:LC:binary|21911358:0096:LC:binary|25074378:0096:LC:binary	4896	True
O13991	O42896	SPAC26H5.09c	SPBC115.03	26771498:0018:HT:binary	4896	True
O13991	Q9UTE2	SPAC26H5.09c	hem13	23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O13995	Q9P7F8	dap1	get3	26771498:0018:HT:binary	4896	True
O14006	P78920	mrps9	SPBC2D10.11c	26771498:0018:HT:binary	4896	True
O14010	O74846	med22	sec6	26771498:0018:HT:binary	4896	True
O14010	Q9UT68	med22	SPCC4F11.03c	26771498:0018:HT:binary	4896	True
O14011	O14011	prp19	prp19	15601865:0004:LC:co-complex|21386897:0004:LC:co-complex|26771498:0018:HT:binary	4896	True
O14012	P13681	rrp17	dis2	26771498:0018:HT:binary	4896	True
O14014	O14248	rga3	tea3	26771498:0018:HT:binary	4896	True
O14014	O94573	rga3	SPBC1773.16c	26771498:0018:HT:binary	4896	True
O14027	O14027	snz1	snz1	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O14027	O42869	snz1	SPAC3G9.05	26771498:0018:HT:binary	4896	True
O14027	O94374	snz1	imp1	26771498:0018:HT:binary	4896	True
O14027	P08090	snz1	mei3	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O14027	P49373	snz1	tfs1	26771498:0018:HT:binary	4896	True
O14027	Q9UTE4	snz1	SPAC222.08c	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O14030	O14102	SPAC29B12.08	sap49	26771498:0018:HT:binary	4896	True
O14030	O74635	SPAC29B12.08	rpb9	26771498:0018:HT:binary	4896	True
O14030	Q10237	SPAC29B12.08	SPAC4G9.04c	26771498:0018:HT:binary	4896	True
O14030	Q2L4W6	SPAC29B12.08	spo5	26771498:0018:HT:binary	4896	True
O14030	Q9HFE5	SPAC29B12.08	apm1	26771498:0018:HT:binary	4896	True
O14030	Q9P805	SPAC29B12.08	dcp1	26771498:0018:HT:binary	4896	True
O14032	Q9URW7	SPAC29B12.11c	vps17	26771498:0018:HT:binary	4896	True
O14037	Q10314	SPAC2C4.04c	SPAC17G8.02	26771498:0018:HT:binary	4896	True
O14045	Q9Y7Q1	SPAC2C4.12c	SPCC191.08	26771498:0018:HT:binary	4896	True
O14047	O94466	ppk11	rga7	26771498:0018:HT:binary	4896	True
O14048	O14048	ubx2	ubx2	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O14048	O60117	ubx2	SPBC16G5.03	26771498:0018:HT:binary	4896	True
O14048	Q9UT81	ubx2	ubx3	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O14049	P78920	rps801	SPBC2D10.11c	26771498:0018:HT:binary	4896	True
O14053	O14130	SPCC1672.07	SPAC3C7.04	26771498:0018:HT:binary	4896	True
O14053	P78920	SPCC1672.07	SPBC2D10.11c	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O14063	O42658	cut15	omt2	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O14063	O59825	cut15	thp1	26771498:0018:HT:binary	4896	True
O14068	Q09791	SPAC1687.07	SPAC13G6.15c	26771498:0018:HT:binary	4896	True
O14069	P78920	rpl44	SPBC2D10.11c	26771498:0018:HT:binary	4896	True
O14075	O14075	SPAC2E11.10	SPAC2E11.10	26771498:0018:HT:binary	4896	True
O14085	O14085	sec72	sec72	26771498:0018:HT:binary	4896	True
O14085	O14130	sec72	SPAC3C7.04	26771498:0018:HT:binary	4896	True
O14085	O94573	sec72	SPBC1773.16c	26771498:0018:HT:binary	4896	True
O14085	P36601	sec72	rhp51	26771498:0018:HT:binary	4896	True
O14085	Q10186	sec72	SPAC3F10.12c	26771498:0018:HT:binary	4896	True
O14088	O59716	SPAC2F3.05c	SPBC3B8.08	26771498:0018:HT:binary|26771498:0090:HT:binary	4896	True
O14093	O59823	vps54	vma8	26771498:0018:HT:binary	4896	True
O14095	O42958	plp1	SPBC19G7.10c	26771498:0018:HT:binary	4896	True
O14095	O42978	plp1	lsm5	26771498:0018:HT:binary	4896	True
O14095	O74483	plp1	lsm8	26771498:0018:HT:binary	4896	True
O14095	O94408	plp1	lsm2	26771498:0018:HT:binary	4896	True
O14095	Q9Y7M4	plp1	lsm3	26771498:0018:HT:binary	4896	True
O14097	Q09685	SPAC2F3.14c	dre4	21386897:0004:LC:co-complex|21386897:0007:LC:binary|21386897:0676:LC:co-complex|26771498:0018:HT:binary	4896	True
O14102	O60130	sap49	SPBC16G5.16	26771498:0018:HT:binary	4896	True
O14102	O94602	sap49	SPCC622.15c	26771498:0018:HT:binary	4896	True
O14102	P08092	sap49	ran1	26771498:0018:HT:binary	4896	True
O14102	P79007	sap49	hap5	26771498:0018:HT:binary	4896	True
O14102	Q9HGP0	sap49	pvg4	26771498:0018:HT:binary	4896	True
O14114	O14114	abo1	abo1	26771498:0018:HT:binary	4896	True
O14114	O36024	abo1	fta1	26771498:0018:HT:binary	4896	True
O14114	Q9P7G0	abo1	SPAC1142.04	26771498:0018:HT:binary	4896	True
O14114	Q9Y820	abo1	SPBC1105.07c	26771498:0018:HT:binary	4896	True
O14119	O14119	SPAC3A11.04	SPAC3A11.04	26771498:0018:HT:binary	4896	True
O14122	O60130	pcu4	SPBC16G5.16	26771498:0018:HT:binary	4896	True
O14128	O14128	pil2	pil2	26771498:0018:HT:binary	4896	True
O14128	O14176	pil2	prp40	26771498:0018:HT:binary	4896	True
O14128	O42709	pil2	mcm10	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O14128	O42869	pil2	SPAC3G9.05	26771498:0018:HT:binary	4896	True
O14128	O43075	pil2	pi053	26771498:0018:HT:binary	4896	True
O14128	O74372	pil2	duo1	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O14128	O74994	pil2	rng3	26771498:0018:HT:binary	4896	True
O14128	O94294	pil2	sog2	26771498:0018:HT:binary	4896	True
O14128	O94374	pil2	imp1	26771498:0018:HT:binary	4896	True
O14128	O94425	pil2	SPBC660.05	26771498:0018:HT:binary	4896	True
O14128	P49373	pil2	tfs1	26771498:0018:HT:binary	4896	True
O14128	P87127	pil2	atp11	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O14128	Q09181	pil2	ste13	26771498:0018:HT:binary	4896	True
O14128	Q09870	pil2	SPAC12G12.06c	26771498:0018:HT:binary	4896	True
O14128	Q10149	pil2	SPAC1D4.02c	26771498:0018:HT:binary	4896	True
O14128	Q9P3U2	pil2	SPAC328.04	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O14128	Q9USP9	pil2	SPBC902.04	26771498:0018:HT:binary	4896	True
O14129	P36592	rhp55	rad22	11560889:0018:LC:binary|23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O14130	P49373	SPAC3C7.04	tfs1	26771498:0018:HT:binary	4896	True
O14130	P87232	SPAC3C7.04	mrpl4	26771498:0018:HT:binary	4896	True
O14135	O42958	set8	SPBC19G7.10c	26771498:0018:HT:binary	4896	True
O14136	Q10485	pex13	SPAC17C9.14	26771498:0018:HT:binary	4896	True
O14137	O14137	SPAC3C7.13c	SPAC3C7.13c	26771498:0018:HT:binary	4896	True
O14140	O59746	rpn15	SPBC530.11c	26771498:0018:HT:binary	4896	True
O14140	Q9Y820	rpn15	SPBC1105.07c	26771498:0018:HT:binary|30355493:0004:LC:co-complex	4896	True
O14141	O14141	SPAC3G6.03c	SPAC3G6.03c	26771498:0018:HT:binary	4896	True
O14141	P27638	SPAC3G6.03c	spk1	26771498:0018:HT:binary	4896	True
O14141	P49373	SPAC3G6.03c	tfs1	26771498:0018:HT:binary	4896	True
O14141	Q9HFE5	SPAC3G6.03c	apm1	26771498:0018:HT:binary	4896	True
O14141	Q9UTN2	SPAC3G6.03c	mkt1	26771498:0018:HT:binary	4896	True
O14143	O14143	SPAC3G6.07	SPAC3G6.07	26771498:0018:HT:binary	4896	True
O14143	O14176	SPAC3G6.07	prp40	26771498:0018:HT:binary	4896	True
O14143	O42706	SPAC3G6.07	rpl2102	26771498:0018:HT:binary	4896	True
O14143	O74313	SPAC3G6.07	SPBC15D4.08c	26771498:0018:HT:binary	4896	True
O14143	O94255	SPAC3G6.07	SPBP8B7.05c	26771498:0018:HT:binary	4896	True
O14143	P50521	SPAC3G6.07	hxk2	26771498:0018:HT:binary	4896	True
O14143	Q7LKV3	SPAC3G6.07	sen15	26771498:0018:HT:binary	4896	True
O14143	Q9UU90	SPAC3G6.07	SPCC830.09c	26771498:0018:HT:binary	4896	True
O14143	Q9Y7Q1	SPAC3G6.07	SPCC191.08	26771498:0018:HT:binary	4896	True
O14157	Q9UUG5	myo3	rlc1	11069761:0004:LC:co-complex|26771498:0018:HT:binary	4896	True
O14161	O74846	cwf21	sec6	26771498:0018:HT:binary	4896	True
O14176	O14176	prp40	prp40	26771498:0018:HT:binary	4896	True
O14176	O14248	prp40	tea3	26771498:0018:HT:binary	4896	True
O14176	O60130	prp40	SPBC16G5.16	26771498:0018:HT:binary	4896	True
O14176	O94281	prp40	ckb2	26771498:0018:HT:binary	4896	True
O14176	O94687	prp40	tas3	26771498:0018:HT:binary	4896	True
O14176	Q09763	prp40	gef1	26771498:0018:HT:binary	4896	True
O14176	Q09811	prp40	rqh1	26771498:0018:HT:binary	4896	True
O14176	Q09872	prp40	SPAC12G12.09	26771498:0018:HT:binary	4896	True
O14176	Q09911	prp40	SPAC30D11.14c	26771498:0018:HT:binary	4896	True
O14176	Q9C0W2	prp40	abo2	26771498:0018:HT:binary	4896	True
O14176	Q9HGP0	prp40	pvg4	26771498:0018:HT:binary	4896	True
O14176	Q9P7I3	prp40	mdv1	26771498:0018:HT:binary	4896	True
O14176	Q9URY2	prp40	alp7	26771498:0018:HT:binary	4896	True
O14176	Q9USP7	prp40	mto2	26771498:0018:HT:binary	4896	True
O14176	Q9UT46	prp40	moc3	26771498:0018:HT:binary	4896	True
O14182	P78920	mrps12	SPBC2D10.11c	26771498:0018:HT:binary	4896	True
O14188	Q09196	rng2	cdc4	11942609:0004:LC:co-complex|20603077:0004:LC:co-complex|21422229:0018:LC:binary|26771498:0018:HT:binary	4896	True
O14192	O14192	SPAC56E4.03	SPAC56E4.03	26771498:0018:HT:binary	4896	True
O14193	Q10109	mug69	lem2	33109728:0090:HT:binary	4896	True
O14207	P42656	mus7	rad24	26771498:0018:HT:binary|26771498:0090:HT:binary	4896	True
O14220	Q09908	meu26	phf2	26771498:0018:HT:binary	4896	True
O14223	O14243	tvp15	snx4	26771498:0018:HT:binary	4896	True
O14223	O42869	tvp15	SPAC3G9.05	26771498:0018:HT:binary	4896	True
O14223	O43013	tvp15	SPBC2G2.14	26771498:0018:HT:binary	4896	True
O14223	O59858	tvp15	gpx1	26771498:0018:HT:binary	4896	True
O14223	O60065	tvp15	pex14	26771498:0018:HT:binary	4896	True
O14223	O74820	tvp15	erg28	26771498:0018:HT:binary	4896	True
O14223	O94699	tvp15	SPBC83.16c	26771498:0018:HT:binary	4896	True
O14223	P49373	tvp15	tfs1	26771498:0018:HT:binary	4896	True
O14223	P53694	tvp15	rtn1	26771498:0018:HT:binary	4896	True
O14223	P87216	tvp15	vip1	26771498:0018:HT:binary	4896	True
O14223	Q01475	tvp15	sar1	26771498:0018:HT:binary|26771498:0090:HT:binary	4896	True
O14223	Q10078	tvp15	ppk13	26771498:0018:HT:binary	4896	True
O14223	Q10109	tvp15	lem2	33109728:0090:HT:binary	4896	True
O14223	Q10149	tvp15	SPAC1D4.02c	26771498:0018:HT:binary	4896	True
O14223	Q10322	tvp15	dma1	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O14223	Q9URX8	tvp15	SPAC890.06	26771498:0018:HT:binary	4896	True
O14223	Q9UTB4	tvp15	mss51	26771498:0018:HT:binary	4896	True
O14224	O42851	SPAC6F12.06	SPAC23A1.14c	26771498:0018:HT:binary	4896	True
O14225	P78920	tom20	SPBC2D10.11c	26771498:0018:HT:binary	4896	True
O14225	Q9P7F8	tom20	get3	26771498:0018:HT:binary	4896	True
O14230	O59703	fps1	spo9	17596513:0004:LC:co-complex|17596513:0018:LC:binary|26771498:0018:HT:binary	4896	True
O14233	Q9P6P7	rna14	SPAC644.16	26771498:0018:HT:binary	4896	True
O14242	O14242	SPAC6F6.11c	SPAC6F6.11c	26771498:0018:HT:binary	4896	True
O14242	O74860	SPAC6F6.11c	SPCC18.10	26771498:0018:HT:binary	4896	True
O14243	O60107	snx4	snx41	26771498:0018:HT:binary|27737912:0004:LC:co-complex	4896	True
O14243	O60108	snx4	cbh2	26771498:0018:HT:binary	4896	True
O14243	O60130	snx4	SPBC16G5.16	26771498:0018:HT:binary	4896	True
O14243	O94619	snx4	adn2	26771498:0018:HT:binary	4896	True
O14243	O94687	snx4	tas3	26771498:0018:HT:binary	4896	True
O14243	Q9P7I3	snx4	mdv1	26771498:0018:HT:binary	4896	True
O14248	O14248	tea3	tea3	26771498:0018:HT:binary	4896	True
O14248	O14261	tea3	taf1	26771498:0018:HT:binary	4896	True
O14248	O36021	tea3	SPAC4F10.09c	26771498:0018:HT:binary	4896	True
O14248	O42709	tea3	mcm10	26771498:0018:HT:binary	4896	True
O14248	O42869	tea3	SPAC3G9.05	26771498:0018:HT:binary	4896	True
O14248	O59737	tea3	gyp1	26771498:0018:HT:binary	4896	True
O14248	O59793	tea3	bis1	26771498:0018:HT:binary	4896	True
O14248	O60130	tea3	SPBC16G5.16	26771498:0018:HT:binary	4896	True
O14248	O60141	tea3	saf4	26771498:0018:HT:binary	4896	True
O14248	O74349	tea3	rkr1	26771498:0018:HT:binary	4896	True
O14248	O94318	tea3	vps20	26771498:0018:HT:binary	4896	True
O14248	O94332	tea3	rrn11	26771498:0018:HT:binary	4896	True
O14248	O94441	tea3	ypp1	26771498:0018:HT:binary	4896	True
O14248	O94452	tea3	mcp1	26771498:0018:HT:binary	4896	True
O14248	O94483	tea3	dad5	26771498:0018:HT:binary	4896	True
O14248	O94494	tea3	sim4	26771498:0018:HT:binary	4896	True
O14248	P01129	tea3	cdc10	26771498:0018:HT:binary	4896	True
O14248	P49373	tea3	tfs1	26771498:0018:HT:binary	4896	True
O14248	P87127	tea3	atp11	26771498:0018:HT:binary	4896	True
O14248	Q09181	tea3	ste13	26771498:0018:HT:binary	4896	True
O14248	Q09870	tea3	SPAC12G12.06c	26771498:0018:HT:binary	4896	True
O14248	Q10336	tea3	mcp6	26771498:0018:HT:binary	4896	True
O14248	Q10447	tea3	ppk2	26771498:0018:HT:binary	4896	True
O14248	Q92349	tea3	mug79	26771498:0018:HT:binary	4896	True
O14248	Q9P3T8	tea3	cin2	26771498:0018:HT:binary	4896	True
O14248	Q9P7G0	tea3	SPAC1142.04	26771498:0018:HT:binary	4896	True
O14248	Q9USP9	tea3	SPBC902.04	26771498:0018:HT:binary	4896	True
O14248	Q9Y7J9	tea3	mcp5	26771498:0018:HT:binary	4896	True
O14250	O43029	SPAC6G10.04c	fap1	26771498:0018:HT:binary	4896	True
O14250	Q10109	SPAC6G10.04c	lem2	33109728:0090:HT:binary	4896	True
O14256	O74424	SPAC6G10.10c	nup211	26771498:0018:HT:binary	4896	True
O14256	P78920	SPAC6G10.10c	SPBC2D10.11c	26771498:0018:HT:binary	4896	True
O14256	Q9P3U1	SPAC6G10.10c	SPAC328.05	26771498:0018:HT:binary	4896	True
O14256	Q9USP7	SPAC6G10.10c	mto2	26771498:0018:HT:binary	4896	True
O14258	O14258	ace2	ace2	26771498:0018:HT:binary	4896	True
O14259	P36598	sfp47	thi1	26771498:0018:HT:binary	4896	True
O14261	O14261	taf1	taf1	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O14261	O42709	taf1	mcm10	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O14261	O42869	taf1	SPAC3G9.05	26771498:0018:HT:binary	4896	True
O14261	O42917	taf1	eso1	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O14261	O43018	taf1	SPBC354.04	26771498:0018:HT:binary	4896	True
O14261	O59719	taf1	SPBC3B8.11	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O14261	O59737	taf1	gyp1	26771498:0018:HT:binary	4896	True
O14261	O59793	taf1	bis1	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O14261	O60130	taf1	SPBC16G5.16	26771498:0018:HT:binary	4896	True
O14261	O60141	taf1	saf4	26771498:0018:HT:binary	4896	True
O14261	O60150	taf1	SPBC18H10.20c	26771498:0018:HT:binary	4896	True
O14261	O74372	taf1	duo1	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O14261	O74417	taf1	SPCC14G10.04	26771498:0018:HT:binary	4896	True
O14261	O74438	taf1	mcp2	26771498:0018:HT:binary	4896	True
O14261	O74547	taf1	bit61	26771498:0018:HT:binary	4896	True
O14261	O74739	taf1	png1	26771498:0018:HT:binary	4896	True
O14261	O74939	taf1	SPCC553.01c	26771498:0018:HT:binary	4896	True
O14261	O94433	taf1	SPBC660.17c	26771498:0018:HT:binary	4896	True
O14261	O94687	taf1	tas3	26771498:0018:HT:binary	4896	True
O14261	O94701	taf1	fic1	26771498:0018:HT:binary	4896	True
O14261	P32235	taf1	gtp1	26771498:0018:HT:binary	4896	True
O14261	P40371	taf1	ptc1	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O14261	P41390	taf1	ade4	26771498:0018:HT:binary	4896	True
O14261	P47979	taf1	zfs1	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O14261	P49373	taf1	tfs1	26771498:0018:HT:binary	4896	True
O14261	P87117	taf1	atg6	26771498:0018:HT:binary	4896	True
O14261	P87127	taf1	atp11	23695164:0018:HT:binary|23695164:0397:HT:binary|26771498:0018:HT:binary	4896	True
O14261	Q09181	taf1	ste13	26771498:0018:HT:binary	4896	True
O14261	Q09682	taf1	SPAC13C5.01c	26771498:0018:HT:binary	4896	True
O14261	Q09762	taf1	SPAC24H6.08	26771498:0018:HT:binary	4896	True
O14261	Q09811	taf1	rqh1	26771498:0018:HT:binary	4896	True
O14261	Q09829	taf1	SPAC4G8.03c	26771498:0018:HT:binary	4896	True
