Uniprot_A	Uniprot_B	Gene_A	Gene_B	pmid:method:quality:type	taxid	high_quality
A0A178WKH7	Q9FMA5	At1g47640	CYP85A1	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9FN94	At1g47640	At5g59670	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9FNB5	At1g47640	ABCG6	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9FZB1	At1g47640	At1g51880	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9LEA3	At1g47640	LECRK56	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9LFB8	At1g47640	NPF8.2	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9LFG8	At1g47640	ABCG20	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9LI61	At1g47640	AVT6A	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9LIP1	At1g47640	At3g26350	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9LJL9	At1g47640	CRK2	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9LJY0	At1g47640	PRK4	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9LPD5	At1g47640	At1g44960	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9LPR6	At1g47640	TET11	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9LPT1	At1g47640	PRK5	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9LQT3	At1g47640	At1g75810	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9LRP1	At1g47640	NPSN13	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9LRT1	At1g47640	At3g28040	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9LSW5	At1g47640	MWF20.18	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9LSW9	At1g47640	ATL16	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9LT07	At1g47640	MQM1.18	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9LU58	At1g47640	MWD22.10	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9LUH2	At1g47640	DTX19	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9LUL4	At1g47640	SRF7	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9LUN2	At1g47640	YSL5	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9LUR4	At1g47640	SWEET16	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9LVI6	At1g47640	RLK902	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9LVN2	At1g47640	At5g58150	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9LVP0	At1g47640	At5g63930	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9LVR8	At1g47640	At5g47410	24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9LXV3	At1g47640	DIT1	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9LY77	At1g47640	ACA12	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9LYR6	At1g47640	NPF6.1	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9M020	At1g47640	LECRK63	24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9M021	At1g47640	LECRK62	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9M0A4	At1g47640	CNGC9	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9M1G3	At1g47640	LECRK16	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9M1V9	At1g47640	LFG2	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9M2A0	At1g47640	AHA8	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9M2V7	At1g47640	ABCG16	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9M2Z1	At1g47640	BAM2	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9M325	At1g47640	IPCS1	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9M345	At1g47640	LECRK42	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9M390	At1g47640	NPF8.1	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9M8T0	At1g47640	At3g02880	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9M8W7	At1g47640	GLR1.1	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9M9C3	At1g47640	At1g68380	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9M9S4	At1g47640	At1g14390	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9M9V7	At1g47640	NPF2.9	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9S7I6	At1g47640	RPK2	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9S9M2	At1g47640	WAKL4	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9SAH1	At1g47640	OEP92	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9SCP2	At1g47640	At3g53190	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9SCW7	At1g47640	SUGTL4	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9SH93	At1g47640	IPCS2	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9SJA2	At1g47640	CSLC8	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9SJC2	At1g47640	At2g04480	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9SKB2	At1g47640	SOBIR1	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9SLC3	At1g47640	ATL41	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9SLV0	At1g47640	DTX48	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9SN06	At1g47640	F3A4.200	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9SN80	At1g47640	F1P2.130	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9SQH6	At1g47640	PIN6	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9SQV0	At1g47640	ELO2	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9STG2	At1g47640	COPT2	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9STT5	At1g47640	ABCA7	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9SUI0	At1g47640	At4g30660	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9SV74	At1g47640	At4g12950	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9SX83	At1g47640	DTX33	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9SX98	At1g47640	AATL1	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9SXA7	At1g47640	T28P6.13	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9SXB8	At1g47640	At1g11330	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9SY29	At1g47640	PUP4	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9SY38	At1g47640	At4g03600	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9SZ51	At1g47640	ENODL15	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9XIM7	At1g47640	COR413PM1	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9ZPR4	At1g47640	MRS2-5	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9ZPS7	At1g47640	TMN3	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9ZU46	At1g47640	ZAR1	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9ZU82	At1g47640	RPH1	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9ZU96	At1g47640	At2g01680	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9ZUA5	At1g47640	VIT1	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9ZUI8	At1g47640	At1g60050	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9ZUT0	At1g47640	ABCG2	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9ZUT3	At1g47640	ALS3	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9ZVH5	At1g47640	DTX53	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKH7	Q9ZW05	At1g47640	At2g29180	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WKP3	Q9SVB7	At1g13690	WRKY13	32612234:0018:HT:binary|32612234:0397:HT:binary|32612234:1112:HT:binary|32612234:1356:HT:binary	3702	True
A0A178WKP3	Q9ZR37	At1g13690	DSPTP1	32612234:0018:HT:binary|32612234:0397:HT:binary|32612234:1112:HT:binary|32612234:1356:HT:binary	3702	True
A0A178WKQ6	Q8H1F2	At1g54310	RGS1	21952135:0018:HT:binary	3702	True
A0A178WKY8	Q9C5G8	At1g14330	At3g54190	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A178WKY8	Q9FHW7	At1g14330	SKP1B	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A178WLV3	O22476	At1g18470	BRI1	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WLV3	Q9C7D7	At1g18470	At3g12180	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WLV3	Q9FNH6	At1g18470	NHL3	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178WM19	Q9C9F7	AXX17_At1g12670	At1g68220	24833385:0112:HT:binary	3702	True
A0A178WMH3	Q17TI5	AXX17_At1g24430	BRX	32612234:0397:HT:binary|32612234:1112:HT:binary|32612234:1356:HT:binary	3702	True
A0A178WMH3	Q84MC7	AXX17_At1g24430	PYL9	32612234:0397:HT:binary|32612234:1112:HT:binary|32612234:1356:HT:binary	3702	True
A0A178WN08	F4IJ67	At1g12650	At2g46550	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A178WN08	O65573	At1g12650	PIPC	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A178WN08	Q6NQ80	At1g12650	At1g30860	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A178WN08	Q93ZM2	At1g12650	MWD9.9	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A178WN08	Q9CAW9	At1g12650	F24K9.26	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A178WN08	Q9FNR3	At1g12650	EXO70E2	21798944:0397:HT:binary	3702	True
A0A178WN36	Q8VZ95	At1g29240	PVA11	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A178WN36	Q9LW62	At1g29240	CKL10	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A178WN82	Q5S2C4	At1g54120	NAP1	21798944:0018:HT:binary	3702	True
A0A178WN82	Q84JI2	At1g54120	At4g23770	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A178WN82	Q84WV8	At1g54120	NAPRT2	21798944:0397:HT:binary	3702	True
A0A178WN82	Q9SZI2	At1g54120	NAP1;1	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1I9LLN1	Q8GXD8	At3g05935	At4g22250	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1I9LLN1	Q9S736	At3g05935	OBE1	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1I9LM83	A0A654FND0	At3g50190	At4g11860	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1I9LM83	A9X4U2	At3g50190	3BETAHSD/D3	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1I9LM83	O64852	At3g50190	IQD6	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1I9LM83	Q84MB5	At3g50190	RBL11	24833385:0112:HT:binary	3702	True
A0A1I9LM83	Q8L9S0	At3g50190	At1g29060	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1I9LM83	Q9AST5	At3g50190	At5g49540	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1I9LM83	Q9C7D7	At3g50190	At3g12180	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1I9LM83	Q9LIN9	At3g50190	PAGR	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1I9LM83	Q9LMN8	At3g50190	WAK3	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1I9LM83	Q9LPN5	At3g50190	VPS60-1	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1I9LM83	Q9SZP6	At3g50190	F20M13.250	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1I9LN59	Q9SRI1	At3g16230	SEC13A	21798944:0018:HT:binary	3702	True
A0A1I9LN79	P92937	FL2	CIPK15	32612234:0018:HT:binary|32612234:0397:HT:binary|32612234:1112:HT:binary|32612234:1356:HT:binary	3702	True
A0A1I9LPQ2	P24100	At3g17020	CDKA-1	17426018:0004:LC:co-complex|17426018:0676:LC:co-complex|20706207:0004:HT:co-complex|20706207:0090:LC:binary|20706207:0676:HT:co-complex	3702	True
A0A1I9LPQ2	Q1PET6	At3g17020	ICMEL2	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1I9LPQ2	Q8RXK1	At3g17020	DTX23	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1I9LQF0	Q0V7V2	SAUR57	PP2C42	32612234:0397:HT:binary|32612234:1112:HT:binary|32612234:1356:HT:binary	3702	True
A0A1I9LQF0	Q8LFL8	SAUR57	LSM1B	32612234:0397:HT:binary|32612234:1112:HT:binary|32612234:1356:HT:binary	3702	True
A0A1I9LQP6	Q8LFC0	At3g05250	IDH1	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1I9LRC2	Q84J71	At3g53630	At2g17670	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1I9LRC2	Q9CAN0	At3g53630	At1g63130	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1I9LRC2	Q9LQQ1	At3g53630	At1g07740	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1I9LRC2	Q9SQU6	At3g53630	EMB2750	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1I9LRC2	Q9SY07	At3g53630	At4g02820	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1I9LS01	Q8W4I7	WEEP	CPK13	24833385:0112:HT:binary	3702	True
A0A1I9LTI4	F4IQ07	OEX1	CTL10	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1I9LTI4	O65573	OEX1	PIPC	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1I9LTI4	Q05466	OEX1	HAT4	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1I9LTI4	Q944H1	OEX1	At4g10470	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1I9LTI4	Q9LII8	OEX1	KLCR2	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1I9LTI4	Q9STS3	OEX1	APC8	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1I9LTW1	P46639	At3g54390	KNAT1	32612234:0397:HT:binary|32612234:1112:HT:binary|32612234:1356:HT:binary	3702	True
A0A1I9LTW1	Q9LNW3	At3g54390	AIP1	32612234:0397:HT:binary|32612234:1112:HT:binary|32612234:1356:HT:binary	3702	True
A0A1I9LTW1	Q9MAN1	At3g54390	NGA3	32612234:0397:HT:binary|32612234:1112:HT:binary|32612234:1356:HT:binary	3702	True
A0A1I9LTW1	Q9SKK0	At3g54390	EBF1	32612234:0397:HT:binary|32612234:1112:HT:binary|32612234:1356:HT:binary	3702	True
A0A1P8ANA1	Q8H1E5	ISTL2	PII1	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1P8ANA1	Q9LXS6	ISTL2	CSY2	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1P8ANF5	A9X4U2	CYP708A3	3BETAHSD/D3	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1P8ANF5	P57752	CYP708A3	ACBP6	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1P8ANF5	Q84MB5	CYP708A3	RBL11	24833385:0112:HT:binary	3702	True
A0A1P8ANF5	Q8RY98	CYP708A3	At1g07860	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1P8ANF5	Q8RYE2	CYP708A3	FEX	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1P8ANF5	Q8VYS5	CYP708A3	TBL18	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1P8ANF5	Q944J0	CYP708A3	At2g22425	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1P8ANF5	Q94CG2	CYP708A3	BET12	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1P8ANF5	Q94F23	CYP708A3	At1g27290	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1P8ANF5	Q94F58	CYP708A3	NAC089	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1P8ANF5	Q9AST5	CYP708A3	At5g49540	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1P8ANF5	Q9C7D7	CYP708A3	At3g12180	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1P8ANF5	Q9C835	CYP708A3	CYP21-4	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1P8ANF5	Q9FWR4	CYP708A3	DHAR1	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1P8ANF5	Q9LPN5	CYP708A3	VPS60-1	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1P8ANF5	Q9LSP7	CYP708A3	UBC32	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1P8ANF5	Q9LUV2	CYP708A3	HS1	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1P8ANF5	Q9SHI7	CYP708A3	UBC34	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1P8ANF5	Q9SUM0	CYP708A3	F9N11.90	24833385:0112:HT:binary	3702	True
A0A1P8ANF5	Q9SYT0	CYP708A3	ANN1	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1P8ANF5	Q9XII4	CYP708A3	At2g16030	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1P8ANI7	Q5S2C4	At1g30880	NAP1	21798944:0018:HT:binary	3702	True
A0A1P8ANI7	Q9SZI2	At1g30880	NAP1;1	21798944:0018:HT:binary|21798944:0397:HT:binary|32612234:0018:HT:binary|32612234:0397:HT:binary|32612234:1112:HT:binary|32612234:1356:HT:binary	3702	True
A0A1P8APV1	A0A1P8BA72	At1g48210	MUA22.21	24833385:0112:HT:binary	3702	True
A0A1P8APV1	A0A654G137	At1g48210	At5g14210	24833385:0090:HT:binary	3702	True
A0A1P8APV1	F4IJ08	At1g48210	At2g40900	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1P8APV1	Q1H5D2	At1g48210	GET1	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1P8APV1	Q6NLC1	At1g48210	ABCC2	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1P8APV1	Q8VZQ3	At1g48210	At1g17200	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1P8AQ85	Q9FHZ1	At1g70030	SCL23	28650476:0018:LC:binary|32612234:0018:HT:binary	3702	True
A0A1P8AQH1	A0A654EHT2	At1g26180	At1g52550	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1P8AQH1	Q1H5D2	At1g26180	GET1	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1P8AQH1	Q8L8T2	At1g26180	GRXC1	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1P8AQH1	Q8LAA6	At1g26180	PIP1-5	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1P8AQH1	Q8VZB3	At1g26180	At1g63110	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1P8AQH1	Q94K74	At1g26180	At3g25805	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1P8AQH1	Q9C595	At1g26180	YLMG2	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1P8AQH1	Q9C7D7	At1g26180	At3g12180	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1P8AQH1	Q9XFM6	At1g26180	MSBP1	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1P8AQH1	Q9XIF4	At1g26180	TRX7	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A1P8AQQ2	B9DHP1	CTL15	At3g09630	21798944:0018:HT:binary	3702	True
A0A1P8AQQ2	F4JDF6	CTL15	SINA2	21798944:0018:HT:binary	3702	True
A0A1P8AQQ2	Q0V869	CTL15	OTU11	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1P8AQQ2	Q93WE4	CTL15	SINAT6	21798944:0397:HT:binary	3702	True
A0A1P8AQQ2	Q9LZQ9	CTL15	At3g62310	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1P8AQQ2	Q9M2U8	CTL15	T12E18_80	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1P8AQQ2	Q9S7W5	CTL15	TCP13	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1P8AQQ2	Q9SF40	CTL15	RPL4A	21798944:0397:HT:binary	3702	True
A0A1P8AQQ2	Q9SJL4	CTL15	At2g36930	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1P8AQT7	Q9SIF2	NSE3	HSP90-5	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1P8AQZ8	F4JEB4	At1g03250	At3g01410	21798944:0018:HT:binary	3702	True
A0A1P8AQZ8	Q6NQM2	At1g03250		21798944:0397:HT:binary	3702	True
A0A1P8AQZ8	Q96331	At1g03250	HSP23.6	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1P8AQZ8	Q9SCK1	At1g03250	LSU1	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1P8ARB4	Q949S4	At1g71480	BPL3	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1P8ARB4	Q9C6B3	At1g71480	GAMMACA2	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1P8ARB4	Q9C889	At1g71480	PRA1F2	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1P8ARB4	Q9LIC6	At1g71480	PRA1F3	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1P8ARB4	Q9LIC7	At1g71480	PRA1F4	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1P8ARB4	Q9LYQ4	At1g71480	PRA1B6	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1P8ARB4	Q9SYG2	At1g71480	ASIL1	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1P8ARB4	Q9SZL5	At1g71480	At4g38150	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1P8ARB4	Q9SZZ4	At1g71480	At4g25660	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1P8ARJ2	Q681Q7	ECT8	At1g03900	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1P8ARJ2	Q940X9	ECT8	LARP1A	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1P8ARJ2	Q9SIV3	ECT8	GLK1	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1P8AT63	Q9FJT7	At1g22970	NDL1	21952135:0018:HT:binary	3702	True
A0A1P8ATR6	Q8LAJ7	At1g50730	PHL3	21952135:0018:HT:binary	3702	True
A0A1P8AU50	Q9FGS7	At1g78070	At5g50180	21798944:0018:HT:binary|21798944:0397:HT:binary	3702	True
A0A1P8AVE0	Q147N7	At1g75860		21952135:0018:HT:binary	3702	True
A0A1P8AVE0	Q8H1F2	At1g75860	RGS1	21952135:0018:HT:binary	3702	True
A0A1P8AVE0	Q9LX49	At1g75860	PRN1	21952135:0018:HT:binary	3702	True
A0A1P8AVI5	O64852	EMB1273	IQD6	24833385:0112:HT:binary	3702	True
A0A1P8AVI5	O65786	EMB1273	CYP71B4	24833385:0112:HT:binary	3702	True
A0A1P8AVI5	Q8LD98	EMB1273	NHL6	24833385:0112:HT:binary	3702	True
A0A1P8AVI5	Q8RY98	EMB1273	At1g07860	24833385:0112:HT:binary	3702	True
A0A1P8AVI5	Q8RYE2	EMB1273	FEX	24833385:0112:HT:binary	3702	True
A0A1P8AVI5	Q8VYS5	EMB1273	TBL18	24833385:0112:HT:binary	3702	True
A0A1P8AVI5	Q944J0	EMB1273	At2g22425	24833385:0112:HT:binary	3702	True
A0A1P8AVI5	Q94CG2	EMB1273	BET12	24833385:0112:HT:binary	3702	True
A0A1P8AVI5	Q94F23	EMB1273	At1g27290	24833385:0112:HT:binary	3702	True
A0A1P8AVI5	Q9AST5	EMB1273	At5g49540	24833385:0112:HT:binary	3702	True
A0A1P8AVI5	Q9C7D7	EMB1273	At3g12180	24833385:0112:HT:binary	3702	True
A0A1P8AVI5	Q9C835	EMB1273	CYP21-4	24833385:0112:HT:binary	3702	True
A0A1P8AVI5	Q9FNH6	EMB1273	NHL3	24833385:0112:HT:binary	3702	True
A0A1P8AVI5	Q9LK55	EMB1273	PRCE1	24833385:0112:HT:binary	3702	True
A0A1P8AVI5	Q9LSP7	EMB1273	UBC32	24833385:0112:HT:binary	3702	True
