Uniprot_A	Uniprot_B	Gene_A	Gene_B	pmid:method:quality:type	taxid	high_quality
A0A178UY72	Q29Q28	At4g30500	UTR2	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178UY72	Q38873	At4g30500	CPK7	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178UY72	Q39165	At4g30500	At5g40420	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178UY72	Q3E7H2	At4g30500	At5g15500	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178UY72	Q3EB02	At4g30500	At3g26110	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178UY72	Q3EDH8	At4g30500	CLE3	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178UY72	Q494Q0	At4g30500	At3g06170	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178UY72	Q500Z4	At4g30500	At1g11450	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178UY72	Q56ZN6	At4g30500	AVPL1	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178UY72	Q67ZM7	At4g30500	FOLK	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178UY72	Q6AWW5	At4g30500	At5g02620	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178UY72	Q6DR41	At4g30500	DICE1	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178UY72	Q6NKQ9	At4g30500	PDLP8	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
A0A178UY72	Q6NM17	At4g30500	EMB2759	24833385:0090:HT:binary|24833385:0112:HT:binary	3702	True
